RecordNumber,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Cannabis,Nicotine,Amphet,Amyl,Benzos,Cocaine,Crack,Ecstasy,Heroin,Ketamine,LSD,Meth,Mushrooms,Semeron,VolatileSubstance
1758,0.49788,1,-0.05921,0.96082,-0.31685,1.02119,-0.43999,-2.39883,-0.30172,0.7583,-1.37983,-2.07848,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,0.49788,1,1.16365,-0.28519,-0.31685,-0.24649,-1.7625,-0.01928,-0.30172,0.25953,-0.21712,-1.54858,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,0.49788,0,-0.05921,0.96082,-0.31685,-0.24649,-0.57545,-0.17779,-0.30172,0.7583,0.88113,0.40148,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,0.49788,0,-0.05921,0.96082,-0.31685,-0.79151,0.47617,-1.11902,0.59042,-0.00665,-0.71126,-0.21575,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,-0.95197,1,-1.22751,0.24923,-0.31685,-1.43907,-0.57545,-1.55521,-1.6209,1.30612,-0.71126,0.07987,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,-0.07854,0,1.16365,0.96082,-0.31685,-0.14882,-0.57545,-0.45174,0.43852,0.25953,-1.37983,-1.54858,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,-0.95197,1,-0.61113,-0.57009,-0.31685,0.31287,-0.15487,1.88511,0.28783,-1.5184,1.29221,0.7654,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,1.82213,1,1.16365,0.96082,-0.31685,-0.58016,1.74091,-1.97495,-1.07533,1.63088,0.88113,0.40148,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,-0.95197,0,1.16365,0.96082,-1.10702,0.41667,-0.80615,-0.58331,0.13136,-0.40581,-1.37983,-1.54858,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,1.09449,1,0.45468,0.96082,-0.31685,-1.86962,0.00332,0.14143,-0.76096,-0.14277,0.52975,0.40148,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,-0.07854,1,0.45468,0.96082,-0.50212,-0.46725,-1.50796,-0.58331,-0.30172,-0.40581,0.52975,0.40148,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,-0.95197,1,0.45468,-0.57009,0.1144,-2.75696,1.93886,0.88309,0.28783,2.33337,-0.71126,0.07987,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
